20210106 14:45:51 INFO  [main] ims.IMS IMS.java39 - What is your username
20210106 14:47:56 INFO  [main] ims.IMS IMS.java41 - What is your password
20210106 14:47:59 INFO  [main] ims.IMS IMS.java47 - Which entity would you like to use?
20210106 14:47:59 INFO  [main] domain.Domain Domain.java27 - CUSTOMER: Information about customers
20210106 14:47:59 INFO  [main] domain.Domain Domain.java27 - ITEM: Individual Items
20210106 14:47:59 INFO  [main] domain.Domain Domain.java27 - ORDER: Purchases of items
20210106 14:47:59 INFO  [main] domain.Domain Domain.java27 - STOP: To close the application
20210106 14:48:02 INFO  [main] ims.IMS IMS.java71 - What would you like to do with customer:
20210106 14:48:02 INFO  [main] controller.Action Action.java38 - CREATE: To save a new entity into the database
20210106 14:48:02 INFO  [main] controller.Action Action.java38 - READ: To read an entity from the database
20210106 14:48:02 INFO  [main] controller.Action Action.java38 - UPDATE: To change an entity already in the database
20210106 14:48:02 INFO  [main] controller.Action Action.java38 - DELETE: To remove an entity from the database
20210106 14:48:02 INFO  [main] controller.Action Action.java38 - RETURN: To return to domain selection
20210106 14:48:04 INFO  [main] controller.CustomerController CustomerController.java36 - id:1 first name:jordan surname:harrison
20210106 14:48:04 INFO  [main] ims.IMS IMS.java71 - What would you like to do with customer:
20210106 14:48:04 INFO  [main] controller.Action Action.java38 - CREATE: To save a new entity into the database
20210106 14:48:04 INFO  [main] controller.Action Action.java38 - READ: To read an entity from the database
20210106 14:48:04 INFO  [main] controller.Action Action.java38 - UPDATE: To change an entity already in the database
20210106 14:48:04 INFO  [main] controller.Action Action.java38 - DELETE: To remove an entity from the database
20210106 14:48:04 INFO  [main] controller.Action Action.java38 - RETURN: To return to domain selection
20210106 14:48:10 INFO  [main] ims.IMS IMS.java47 - Which entity would you like to use?
20210106 14:48:10 INFO  [main] domain.Domain Domain.java27 - CUSTOMER: Information about customers
20210106 14:48:10 INFO  [main] domain.Domain Domain.java27 - ITEM: Individual Items
20210106 14:48:10 INFO  [main] domain.Domain Domain.java27 - ORDER: Purchases of items
20210106 14:48:10 INFO  [main] domain.Domain Domain.java27 - STOP: To close the application
20210106 14:48:14 INFO  [main] ims.IMS IMS.java71 - What would you like to do with item:
20210106 14:48:14 INFO  [main] controller.Action Action.java38 - CREATE: To save a new entity into the database
20210106 14:48:14 INFO  [main] controller.Action Action.java38 - READ: To read an entity from the database
20210106 14:48:14 INFO  [main] controller.Action Action.java38 - UPDATE: To change an entity already in the database
20210106 14:48:14 INFO  [main] controller.Action Action.java38 - DELETE: To remove an entity from the database
20210106 14:48:14 INFO  [main] controller.Action Action.java38 - RETURN: To return to domain selection
20210106 14:48:16 INFO  [main] controller.ItemContoller ItemContoller.java35 - Please enter a item title
20210106 14:48:22 INFO  [main] controller.ItemContoller ItemContoller.java37 - Please item price
20210106 14:48:25 INFO  [main] controller.ItemContoller ItemContoller.java39 - Please item quantity
20210106 14:48:26 INFO  [main] controller.ItemContoller ItemContoller.java42 - Item created
20210106 14:48:26 INFO  [main] ims.IMS IMS.java71 - What would you like to do with item:
20210106 14:48:26 INFO  [main] controller.Action Action.java38 - CREATE: To save a new entity into the database
20210106 14:48:26 INFO  [main] controller.Action Action.java38 - READ: To read an entity from the database
20210106 14:48:26 INFO  [main] controller.Action Action.java38 - UPDATE: To change an entity already in the database
20210106 14:48:26 INFO  [main] controller.Action Action.java38 - DELETE: To remove an entity from the database
20210106 14:48:26 INFO  [main] controller.Action Action.java38 - RETURN: To return to domain selection
20210106 14:48:30 INFO  [main] ims.IMS IMS.java47 - Which entity would you like to use?
20210106 14:48:30 INFO  [main] domain.Domain Domain.java27 - CUSTOMER: Information about customers
20210106 14:48:30 INFO  [main] domain.Domain Domain.java27 - ITEM: Individual Items
20210106 14:48:30 INFO  [main] domain.Domain Domain.java27 - ORDER: Purchases of items
20210106 14:48:30 INFO  [main] domain.Domain Domain.java27 - STOP: To close the application
20210106 14:48:34 INFO  [main] ims.IMS IMS.java71 - What would you like to do with order:
20210106 14:48:34 INFO  [main] controller.Action Action.java38 - CREATE: To save a new entity into the database
20210106 14:48:34 INFO  [main] controller.Action Action.java38 - READ: To read an entity from the database
20210106 14:48:34 INFO  [main] controller.Action Action.java38 - UPDATE: To change an entity already in the database
20210106 14:48:34 INFO  [main] controller.Action Action.java38 - DELETE: To remove an entity from the database
20210106 14:48:34 INFO  [main] controller.Action Action.java38 - RETURN: To return to domain selection
20210106 14:48:36 INFO  [main] controller.OrderController OrderController.java60 - id:1 first name:jordan surname:harrison
20210106 14:48:36 INFO  [main] controller.OrderController OrderController.java62 - Please enter the customer id
20210106 14:48:38 INFO  [main] controller.OrderController OrderController.java69 - id:1 title:iphone price = £100.0,quantity=1
20210106 14:48:38 INFO  [main] controller.OrderController OrderController.java71 - Please enter the item id of the chosen product
20210106 14:48:41 INFO  [main] dao.OrderDAO OrderDAO.java85 - Item added to order 1
20210106 14:48:41 INFO  [main] controller.OrderController OrderController.java74 - Would you like to add another?
20210106 14:48:46 INFO  [main] ims.IMS IMS.java71 - What would you like to do with order:
20210106 14:48:46 INFO  [main] controller.Action Action.java38 - CREATE: To save a new entity into the database
20210106 14:48:46 INFO  [main] controller.Action Action.java38 - READ: To read an entity from the database
20210106 14:48:46 INFO  [main] controller.Action Action.java38 - UPDATE: To change an entity already in the database
20210106 14:48:46 INFO  [main] controller.Action Action.java38 - DELETE: To remove an entity from the database
20210106 14:48:46 INFO  [main] controller.Action Action.java38 - RETURN: To return to domain selection
